,Date,Country/Region,Lat,Long,Cases,Country,nuevos_infectados,tasa_contagio
6845,2020-03-15,Argentina,-38.4161,-63.6167,45,Argentina,44.0,44.0
6997,2020-03-16,Argentina,-38.4161,-63.6167,56,Argentina,55.0,55.0
7149,2020-03-17,Argentina,-38.4161,-63.6167,68,Argentina,67.0,67.0
6,2020-01-22,Armenia,40.0691,45.0382,0,Armenia,0.0,
158,2020-01-23,Armenia,40.0691,45.0382,0,Armenia,0.0,
310,2020-01-24,Armenia,40.0691,45.0382,0,Armenia,0.0,
462,2020-01-25,Armenia,40.0691,45.0382,0,Armenia,0.0,
614,2020-01-26,Armenia,40.0691,45.0382,0,Armenia,0.0,
766,2020-01-27,Armenia,40.0691,45.0382,0,Armenia,0.0,
918,2020-01-28,Armenia,40.0691,45.0382,0,Armenia,0.0,
1070,2020-01-29,Armenia,40.0691,45.0382,0,Armenia,0.0,
1222,2020-01-30,Armenia,40.0691,45.0382,0,Armenia,0.0,
1374,2020-01-31,Armenia,40.0691,45.0382,0,Armenia,0.0,
1526,2020-02-01,Armenia,40.0691,45.0382,0,Armenia,0.0,
3198,2020-02-02,Armenia,40.0691,45.0382,0,Armenia,0.0,
4870,2020-02-03,Armenia,40.0691,45.0382,0,Armenia,0.0,
5022,2020-02-04,Armenia,40.0691,45.0382,0,Armenia,0.0,
5174,2020-02-05,Armenia,40.0691,45.0382,0,Armenia,0.0,
5326,2020-02-06,Armenia,40.0691,45.0382,0,Armenia,0.0,
5478,2020-02-07,Armenia,40.0691,45.0382,0,Armenia,0.0,
5630,2020-02-08,Armenia,40.0691,45.0382,0,Armenia,0.0,
5782,2020-02-09,Armenia,40.0691,45.0382,0,Armenia,0.0,
1678,2020-02-10,Armenia,40.0691,45.0382,0,Armenia,0.0,
1830,2020-02-11,Armenia,40.0691,45.0382,0,Armenia,0.0,
1982,2020-02-12,Armenia,40.0691,45.0382,0,Armenia,0.0,
2134,2020-02-13,Armenia,40.0691,45.0382,0,Armenia,0.0,
2286,2020-02-14,Armenia,40.0691,45.0382,0,Armenia,0.0,
2438,2020-02-15,Armenia,40.0691,45.0382,0,Armenia,0.0,
2590,2020-02-16,Armenia,40.0691,45.0382,0,Armenia,0.0,
2742,2020-02-17,Armenia,40.0691,45.0382,0,Armenia,0.0,
2894,2020-02-18,Armenia,40.0691,45.0382,0,Armenia,0.0,
3046,2020-02-19,Armenia,40.0691,45.0382,0,Armenia,0.0,
3350,2020-02-20,Armenia,40.0691,45.0382,0,Armenia,0.0,
3502,2020-02-21,Armenia,40.0691,45.0382,0,Armenia,0.0,
3654,2020-02-22,Armenia,40.0691,45.0382,0,Armenia,0.0,
3806,2020-02-23,Armenia,40.0691,45.0382,0,Armenia,0.0,
3958,2020-02-24,Armenia,40.0691,45.0382,0,Armenia,0.0,
4110,2020-02-25,Armenia,40.0691,45.0382,0,Armenia,0.0,
4262,2020-02-26,Armenia,40.0691,45.0382,0,Armenia,0.0,
4414,2020-02-27,Armenia,40.0691,45.0382,0,Armenia,0.0,
4566,2020-02-28,Armenia,40.0691,45.0382,0,Armenia,0.0,
4718,2020-02-29,Armenia,40.0691,45.0382,0,Armenia,0.0,
5934,2020-03-01,Armenia,40.0691,45.0382,1,Armenia,1.0,inf
7302,2020-03-02,Armenia,40.0691,45.0382,1,Armenia,1.0,inf
7454,2020-03-03,Armenia,40.0691,45.0382,1,Armenia,0.0,0.0
7606,2020-03-04,Armenia,40.0691,45.0382,1,Armenia,0.0,0.0
7758,2020-03-05,Armenia,40.0691,45.0382,1,Armenia,0.0,0.0
7910,2020-03-06,Armenia,40.0691,45.0382,1,Armenia,-1.0,-0.5
8062,2020-03-07,Armenia,40.0691,45.0382,1,Armenia,-7.0,-0.875
8214,2020-03-08,Armenia,40.0691,45.0382,1,Armenia,-11.0,-0.9166666666666666
8366,2020-03-09,Armenia,40.0691,45.0382,1,Armenia,-11.0,-0.9166666666666666
6086,2020-03-10,Armenia,40.0691,45.0382,1,Armenia,-16.0,-0.9411764705882353
6238,2020-03-11,Armenia,40.0691,45.0382,1,Armenia,-18.0,-0.9473684210526315
6390,2020-03-12,Armenia,40.0691,45.0382,4,Armenia,-15.0,-0.7894736842105263
6542,2020-03-13,Armenia,40.0691,45.0382,8,Armenia,-23.0,-0.7419354838709677
6694,2020-03-14,Armenia,40.0691,45.0382,18,Armenia,-16.0,-0.47058823529411764
6846,2020-03-15,Armenia,40.0691,45.0382,26,Armenia,-19.0,-0.4222222222222222
6998,2020-03-16,Armenia,40.0691,45.0382,52,Armenia,-4.0,-0.07142857142857142
7150,2020-03-17,Armenia,40.0691,45.0382,78,Armenia,10.0,0.14705882352941177
7,2020-01-22,Aruba,12.5211,-69.9683,0,Aruba,0.0,
159,2020-01-23,Aruba,12.5211,-69.9683,0,Aruba,0.0,
311,2020-01-24,Aruba,12.5211,-69.9683,0,Aruba,0.0,
463,2020-01-25,Aruba,12.5211,-69.9683,0,Aruba,0.0,
615,2020-01-26,Aruba,12.5211,-69.9683,0,Aruba,0.0,
767,2020-01-27,Aruba,12.5211,-69.9683,0,Aruba,0.0,
919,2020-01-28,Aruba,12.5211,-69.9683,0,Aruba,0.0,
1071,2020-01-29,Aruba,12.5211,-69.9683,0,Aruba,0.0,
1223,2020-01-30,Aruba,12.5211,-69.9683,0,Aruba,0.0,
1375,2020-01-31,Aruba,12.5211,-69.9683,0,Aruba,0.0,
1527,2020-02-01,Aruba,12.5211,-69.9683,0,Aruba,0.0,
3199,2020-02-02,Aruba,12.5211,-69.9683,0,Aruba,0.0,
4871,2020-02-03,Aruba,12.5211,-69.9683,0,Aruba,0.0,
5023,2020-02-04,Aruba,12.5211,-69.9683,0,Aruba,0.0,
5175,2020-02-05,Aruba,12.5211,-69.9683,0,Aruba,0.0,
5327,2020-02-06,Aruba,12.5211,-69.9683,0,Aruba,0.0,
5479,2020-02-07,Aruba,12.5211,-69.9683,0,Aruba,0.0,
5631,2020-02-08,Aruba,12.5211,-69.9683,0,Aruba,0.0,
5783,2020-02-09,Aruba,12.5211,-69.9683,0,Aruba,0.0,
1679,2020-02-10,Aruba,12.5211,-69.9683,0,Aruba,0.0,
1831,2020-02-11,Aruba,12.5211,-69.9683,0,Aruba,0.0,
1983,2020-02-12,Aruba,12.5211,-69.9683,0,Aruba,0.0,
2135,2020-02-13,Aruba,12.5211,-69.9683,0,Aruba,0.0,
2287,2020-02-14,Aruba,12.5211,-69.9683,0,Aruba,0.0,
2439,2020-02-15,Aruba,12.5211,-69.9683,0,Aruba,0.0,
2591,2020-02-16,Aruba,12.5211,-69.9683,0,Aruba,0.0,
2743,2020-02-17,Aruba,12.5211,-69.9683,0,Aruba,0.0,
2895,2020-02-18,Aruba,12.5211,-69.9683,0,Aruba,0.0,
3047,2020-02-19,Aruba,12.5211,-69.9683,0,Aruba,0.0,
3351,2020-02-20,Aruba,12.5211,-69.9683,0,Aruba,0.0,
3503,2020-02-21,Aruba,12.5211,-69.9683,0,Aruba,0.0,
3655,2020-02-22,Aruba,12.5211,-69.9683,0,Aruba,0.0,
3807,2020-02-23,Aruba,12.5211,-69.9683,0,Aruba,0.0,
3959,2020-02-24,Aruba,12.5211,-69.9683,0,Aruba,0.0,
4111,2020-02-25,Aruba,12.5211,-69.9683,0,Aruba,0.0,
4263,2020-02-26,Aruba,12.5211,-69.9683,0,Aruba,0.0,
4415,2020-02-27,Aruba,12.5211,-69.9683,0,Aruba,0.0,
4567,2020-02-28,Aruba,12.5211,-69.9683,0,Aruba,0.0,
4719,2020-02-29,Aruba,12.5211,-69.9683,0,Aruba,0.0,
5935,2020-03-01,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
7303,2020-03-02,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
7455,2020-03-03,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
7607,2020-03-04,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
7759,2020-03-05,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
7911,2020-03-06,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
8063,2020-03-07,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
8215,2020-03-08,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
8367,2020-03-09,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
6087,2020-03-10,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
6239,2020-03-11,Aruba,12.5211,-69.9683,0,Aruba,-1.0,-1.0
6391,2020-03-12,Aruba,12.5211,-69.9683,0,Aruba,-4.0,-1.0
6543,2020-03-13,Aruba,12.5211,-69.9683,2,Aruba,-6.0,-0.75
6695,2020-03-14,Aruba,12.5211,-69.9683,2,Aruba,-16.0,-0.8888888888888888
6847,2020-03-15,Aruba,12.5211,-69.9683,2,Aruba,-24.0,-0.9230769230769231
6999,2020-03-16,Aruba,12.5211,-69.9683,2,Aruba,-50.0,-0.9615384615384616
7151,2020-03-17,Aruba,12.5211,-69.9683,3,Aruba,-75.0,-0.9615384615384616
8,2020-01-22,Australia,-220.5258,1269.5003000000002,0,Australia,0.0,
160,2020-01-23,Australia,-220.5258,1269.5003000000002,0,Australia,0.0,
312,2020-01-24,Australia,-220.5258,1269.5003000000002,0,Australia,0.0,
464,2020-01-25,Australia,-220.5258,1269.5003000000002,0,Australia,0.0,
616,2020-01-26,Australia,-220.5258,1269.5003000000002,4,Australia,4.0,inf
768,2020-01-27,Australia,-220.5258,1269.5003000000002,5,Australia,5.0,inf
920,2020-01-28,Australia,-220.5258,1269.5003000000002,5,Australia,5.0,inf
1072,2020-01-29,Australia,-220.5258,1269.5003000000002,6,Australia,6.0,inf
1224,2020-01-30,Australia,-220.5258,1269.5003000000002,9,Australia,9.0,inf
1376,2020-01-31,Australia,-220.5258,1269.5003000000002,9,Australia,9.0,inf
1528,2020-02-01,Australia,-220.5258,1269.5003000000002,12,Australia,12.0,inf
3200,2020-02-02,Australia,-220.5258,1269.5003000000002,12,Australia,12.0,inf
4872,2020-02-03,Australia,-220.5258,1269.5003000000002,12,Australia,12.0,inf
5024,2020-02-04,Australia,-220.5258,1269.5003000000002,13,Australia,13.0,inf
5176,2020-02-05,Australia,-220.5258,1269.5003000000002,13,Australia,13.0,inf
5328,2020-02-06,Australia,-220.5258,1269.5003000000002,14,Australia,14.0,inf
5480,2020-02-07,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
5632,2020-02-08,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
5784,2020-02-09,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
1680,2020-02-10,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
1832,2020-02-11,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
1984,2020-02-12,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
2136,2020-02-13,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
2288,2020-02-14,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
2440,2020-02-15,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
2592,2020-02-16,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
2744,2020-02-17,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
2896,2020-02-18,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
3048,2020-02-19,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
3352,2020-02-20,Australia,-220.5258,1269.5003000000002,15,Australia,15.0,inf
3504,2020-02-21,Australia,-220.5258,1269.5003000000002,19,Australia,19.0,inf
3656,2020-02-22,Australia,-220.5258,1269.5003000000002,22,Australia,22.0,inf
3808,2020-02-23,Australia,-220.5258,1269.5003000000002,22,Australia,22.0,inf
3960,2020-02-24,Australia,-220.5258,1269.5003000000002,22,Australia,22.0,inf
4112,2020-02-25,Australia,-220.5258,1269.5003000000002,22,Australia,22.0,inf
4264,2020-02-26,Australia,-220.5258,1269.5003000000002,22,Australia,22.0,inf
4416,2020-02-27,Australia,-220.5258,1269.5003000000002,23,Australia,23.0,inf
4568,2020-02-28,Australia,-220.5258,1269.5003000000002,23,Australia,23.0,inf
4720,2020-02-29,Australia,-220.5258,1269.5003000000002,25,Australia,25.0,inf
5936,2020-03-01,Australia,-220.5258,1269.5003000000002,27,Australia,27.0,inf
7304,2020-03-02,Australia,-220.5258,1269.5003000000002,30,Australia,30.0,inf
7456,2020-03-03,Australia,-220.5258,1269.5003000000002,39,Australia,39.0,inf
7608,2020-03-04,Australia,-220.5258,1269.5003000000002,52,Australia,52.0,inf
7760,2020-03-05,Australia,-220.5258,1269.5003000000002,55,Australia,55.0,inf
7912,2020-03-06,Australia,-220.5258,1269.5003000000002,60,Australia,60.0,inf
8064,2020-03-07,Australia,-220.5258,1269.5003000000002,63,Australia,63.0,inf
8216,2020-03-08,Australia,-220.5258,1269.5003000000002,76,Australia,76.0,inf
8368,2020-03-09,Australia,-220.5258,1269.5003000000002,91,Australia,91.0,inf
6088,2020-03-10,Australia,-220.5258,1269.5003000000002,107,Australia,107.0,inf
6240,2020-03-11,Australia,-220.5258,1269.5003000000002,128,Australia,128.0,inf
6392,2020-03-12,Australia,-220.5258,1269.5003000000002,128,Australia,128.0,inf
6544,2020-03-13,Australia,-220.5258,1269.5003000000002,200,Australia,198.0,99.0
6696,2020-03-14,Australia,-220.5258,1269.5003000000002,250,Australia,248.0,124.0
6848,2020-03-15,Australia,-220.5258,1269.5003000000002,297,Australia,295.0,147.5
7000,2020-03-16,Australia,-220.5258,1269.5003000000002,377,Australia,375.0,187.5
7152,2020-03-17,Australia,-220.5258,1269.5003000000002,452,Australia,449.0,149.66666666666666
9,2020-01-22,Austria,47.5162,14.5501,0,Austria,0.0,
161,2020-01-23,Austria,47.5162,14.5501,0,Austria,0.0,
313,2020-01-24,Austria,47.5162,14.5501,0,Austria,0.0,
465,2020-01-25,Austria,47.5162,14.5501,0,Austria,0.0,
617,2020-01-26,Austria,47.5162,14.5501,0,Austria,-4.0,-1.0
769,2020-01-27,Austria,47.5162,14.5501,0,Austria,-5.0,-1.0
921,2020-01-28,Austria,47.5162,14.5501,0,Austria,-5.0,-1.0
1073,2020-01-29,Austria,47.5162,14.5501,0,Austria,-6.0,-1.0
1225,2020-01-30,Austria,47.5162,14.5501,0,Austria,-9.0,-1.0
1377,2020-01-31,Austria,47.5162,14.5501,0,Austria,-9.0,-1.0
1529,2020-02-01,Austria,47.5162,14.5501,0,Austria,-12.0,-1.0
3201,2020-02-02,Austria,47.5162,14.5501,0,Austria,-12.0,-1.0
4873,2020-02-03,Austria,47.5162,14.5501,0,Austria,-12.0,-1.0
5025,2020-02-04,Austria,47.5162,14.5501,0,Austria,-13.0,-1.0
5177,2020-02-05,Austria,47.5162,14.5501,0,Austria,-13.0,-1.0
5329,2020-02-06,Austria,47.5162,14.5501,0,Austria,-14.0,-1.0
5481,2020-02-07,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
5633,2020-02-08,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
5785,2020-02-09,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
1681,2020-02-10,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
1833,2020-02-11,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
1985,2020-02-12,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
2137,2020-02-13,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
2289,2020-02-14,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
2441,2020-02-15,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
2593,2020-02-16,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
2745,2020-02-17,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
2897,2020-02-18,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
3049,2020-02-19,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
3353,2020-02-20,Austria,47.5162,14.5501,0,Austria,-15.0,-1.0
3505,2020-02-21,Austria,47.5162,14.5501,0,Austria,-19.0,-1.0
3657,2020-02-22,Austria,47.5162,14.5501,0,Austria,-22.0,-1.0
3809,2020-02-23,Austria,47.5162,14.5501,0,Austria,-22.0,-1.0
3961,2020-02-24,Austria,47.5162,14.5501,0,Austria,-22.0,-1.0
4113,2020-02-25,Austria,47.5162,14.5501,2,Austria,-20.0,-0.9090909090909091
4265,2020-02-26,Austria,47.5162,14.5501,2,Austria,-20.0,-0.9090909090909091
4417,2020-02-27,Austria,47.5162,14.5501,3,Austria,-20.0,-0.8695652173913043
4569,2020-02-28,Austria,47.5162,14.5501,3,Austria,-20.0,-0.8695652173913043
4721,2020-02-29,Austria,47.5162,14.5501,9,Austria,-16.0,-0.64
5937,2020-03-01,Austria,47.5162,14.5501,14,Austria,-13.0,-0.48148148148148145
7305,2020-03-02,Austria,47.5162,14.5501,18,Austria,-12.0,-0.4
7457,2020-03-03,Austria,47.5162,14.5501,21,Austria,-18.0,-0.46153846153846156
7609,2020-03-04,Austria,47.5162,14.5501,29,Austria,-23.0,-0.4423076923076923
7761,2020-03-05,Austria,47.5162,14.5501,41,Austria,-14.0,-0.2545454545454545
7913,2020-03-06,Austria,47.5162,14.5501,55,Austria,-5.0,-0.08333333333333333
8065,2020-03-07,Austria,47.5162,14.5501,79,Austria,16.0,0.25396825396825395
8217,2020-03-08,Austria,47.5162,14.5501,104,Austria,28.0,0.3684210526315789
8369,2020-03-09,Austria,47.5162,14.5501,131,Austria,40.0,0.43956043956043955
6089,2020-03-10,Austria,47.5162,14.5501,182,Austria,75.0,0.7009345794392523
6241,2020-03-11,Austria,47.5162,14.5501,246,Austria,118.0,0.921875
6393,2020-03-12,Austria,47.5162,14.5501,302,Austria,174.0,1.359375
6545,2020-03-13,Austria,47.5162,14.5501,504,Austria,304.0,1.52
6697,2020-03-14,Austria,47.5162,14.5501,655,Austria,405.0,1.62
6849,2020-03-15,Austria,47.5162,14.5501,860,Austria,563.0,1.8956228956228955
7001,2020-03-16,Austria,47.5162,14.5501,1018,Austria,641.0,1.70026525198939
7153,2020-03-17,Austria,47.5162,14.5501,1332,Austria,880.0,1.9469026548672566
10,2020-01-22,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
162,2020-01-23,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
314,2020-01-24,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
466,2020-01-25,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
618,2020-01-26,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
770,2020-01-27,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
922,2020-01-28,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
1074,2020-01-29,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
1226,2020-01-30,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
1378,2020-01-31,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
1530,2020-02-01,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
3202,2020-02-02,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
4874,2020-02-03,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
5026,2020-02-04,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
5178,2020-02-05,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
5330,2020-02-06,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
5482,2020-02-07,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
5634,2020-02-08,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
5786,2020-02-09,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
1682,2020-02-10,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
1834,2020-02-11,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
1986,2020-02-12,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
2138,2020-02-13,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
2290,2020-02-14,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
2442,2020-02-15,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
2594,2020-02-16,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
2746,2020-02-17,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
2898,2020-02-18,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
3050,2020-02-19,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
3354,2020-02-20,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
3506,2020-02-21,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
3658,2020-02-22,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
3810,2020-02-23,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
3962,2020-02-24,Azerbaijan,40.1431,47.5769,0,Azerbaijan,0.0,
4114,2020-02-25,Azerbaijan,40.1431,47.5769,0,Azerbaijan,-2.0,-1.0
4266,2020-02-26,Azerbaijan,40.1431,47.5769,0,Azerbaijan,-2.0,-1.0
4418,2020-02-27,Azerbaijan,40.1431,47.5769,0,Azerbaijan,-3.0,-1.0
4570,2020-02-28,Azerbaijan,40.1431,47.5769,0,Azerbaijan,-3.0,-1.0
4722,2020-02-29,Azerbaijan,40.1431,47.5769,0,Azerbaijan,-9.0,-1.0
5938,2020-03-01,Azerbaijan,40.1431,47.5769,3,Azerbaijan,-11.0,-0.7857142857142857
7306,2020-03-02,Azerbaijan,40.1431,47.5769,3,Azerbaijan,-15.0,-0.8333333333333334
7458,2020-03-03,Azerbaijan,40.1431,47.5769,3,Azerbaijan,-18.0,-0.8571428571428571
7610,2020-03-04,Azerbaijan,40.1431,47.5769,3,Azerbaijan,-26.0,-0.896551724137931
7762,2020-03-05,Azerbaijan,40.1431,47.5769,6,Azerbaijan,-35.0,-0.8536585365853658
7914,2020-03-06,Azerbaijan,40.1431,47.5769,6,Azerbaijan,-49.0,-0.8909090909090909
8066,2020-03-07,Azerbaijan,40.1431,47.5769,9,Azerbaijan,-70.0,-0.8860759493670886
8218,2020-03-08,Azerbaijan,40.1431,47.5769,9,Azerbaijan,-95.0,-0.9134615384615384
8370,2020-03-09,Azerbaijan,40.1431,47.5769,9,Azerbaijan,-122.0,-0.9312977099236641
6090,2020-03-10,Azerbaijan,40.1431,47.5769,11,Azerbaijan,-171.0,-0.9395604395604396
6242,2020-03-11,Azerbaijan,40.1431,47.5769,11,Azerbaijan,-235.0,-0.9552845528455285
6394,2020-03-12,Azerbaijan,40.1431,47.5769,11,Azerbaijan,-291.0,-0.9635761589403974
6546,2020-03-13,Azerbaijan,40.1431,47.5769,15,Azerbaijan,-489.0,-0.9702380952380952
6698,2020-03-14,Azerbaijan,40.1431,47.5769,15,Azerbaijan,-640.0,-0.9770992366412213
6850,2020-03-15,Azerbaijan,40.1431,47.5769,23,Azerbaijan,-837.0,-0.9732558139534884
7002,2020-03-16,Azerbaijan,40.1431,47.5769,15,Azerbaijan,-1003.0,-0.9852652259332023
7154,2020-03-17,Azerbaijan,40.1431,47.5769,28,Azerbaijan,-1304.0,-0.978978978978979
11,2020-01-22,Bahrain,26.0275,50.55,0,Bahrain,0.0,
163,2020-01-23,Bahrain,26.0275,50.55,0,Bahrain,0.0,
315,2020-01-24,Bahrain,26.0275,50.55,0,Bahrain,0.0,
467,2020-01-25,Bahrain,26.0275,50.55,0,Bahrain,0.0,
619,2020-01-26,Bahrain,26.0275,50.55,0,Bahrain,0.0,
771,2020-01-27,Bahrain,26.0275,50.55,0,Bahrain,0.0,
923,2020-01-28,Bahrain,26.0275,50.55,0,Bahrain,0.0,
1075,2020-01-29,Bahrain,26.0275,50.55,0,Bahrain,0.0,
1227,2020-01-30,Bahrain,26.0275,50.55,0,Bahrain,0.0,
1379,2020-01-31,Bahrain,26.0275,50.55,0,Bahrain,0.0,
1531,2020-02-01,Bahrain,26.0275,50.55,0,Bahrain,0.0,
3203,2020-02-02,Bahrain,26.0275,50.55,0,Bahrain,0.0,
4875,2020-02-03,Bahrain,26.0275,50.55,0,Bahrain,0.0,
5027,2020-02-04,Bahrain,26.0275,50.55,0,Bahrain,0.0,
5179,2020-02-05,Bahrain,26.0275,50.55,0,Bahrain,0.0,
5331,2020-02-06,Bahrain,26.0275,50.55,0,Bahrain,0.0,
5483,2020-02-07,Bahrain,26.0275,50.55,0,Bahrain,0.0,
5635,2020-02-08,Bahrain,26.0275,50.55,0,Bahrain,0.0,
5787,2020-02-09,Bahrain,26.0275,50.55,0,Bahrain,0.0,
1683,2020-02-10,Bahrain,26.0275,50.55,0,Bahrain,0.0,
1835,2020-02-11,Bahrain,26.0275,50.55,0,Bahrain,0.0,
1987,2020-02-12,Bahrain,26.0275,50.55,0,Bahrain,0.0,
2139,2020-02-13,Bahrain,26.0275,50.55,0,Bahrain,0.0,
2291,2020-02-14,Bahrain,26.0275,50.55,0,Bahrain,0.0,
2443,2020-02-15,Bahrain,26.0275,50.55,0,Bahrain,0.0,
2595,2020-02-16,Bahrain,26.0275,50.55,0,Bahrain,0.0,
2747,2020-02-17,Bahrain,26.0275,50.55,0,Bahrain,0.0,
2899,2020-02-18,Bahrain,26.0275,50.55,0,Bahrain,0.0,
3051,2020-02-19,Bahrain,26.0275,50.55,0,Bahrain,0.0,
3355,2020-02-20,Bahrain,26.0275,50.55,0,Bahrain,0.0,
3507,2020-02-21,Bahrain,26.0275,50.55,0,Bahrain,0.0,
3659,2020-02-22,Bahrain,26.0275,50.55,0,Bahrain,0.0,
3811,2020-02-23,Bahrain,26.0275,50.55,0,Bahrain,0.0,
3963,2020-02-24,Bahrain,26.0275,50.55,1,Bahrain,1.0,inf
4115,2020-02-25,Bahrain,26.0275,50.55,23,Bahrain,23.0,inf
4267,2020-02-26,Bahrain,26.0275,50.55,33,Bahrain,33.0,inf
4419,2020-02-27,Bahrain,26.0275,50.55,33,Bahrain,33.0,inf
4571,2020-02-28,Bahrain,26.0275,50.55,36,Bahrain,36.0,inf
4723,2020-02-29,Bahrain,26.0275,50.55,41,Bahrain,41.0,inf
5939,2020-03-01,Bahrain,26.0275,50.55,47,Bahrain,44.0,14.666666666666666
7307,2020-03-02,Bahrain,26.0275,50.55,49,Bahrain,46.0,15.333333333333334
7459,2020-03-03,Bahrain,26.0275,50.55,49,Bahrain,46.0,15.333333333333334
7611,2020-03-04,Bahrain,26.0275,50.55,52,Bahrain,49.0,16.333333333333332
7763,2020-03-05,Bahrain,26.0275,50.55,55,Bahrain,49.0,8.166666666666666
7915,2020-03-06,Bahrain,26.0275,50.55,60,Bahrain,54.0,9.0
8067,2020-03-07,Bahrain,26.0275,50.55,85,Bahrain,76.0,8.444444444444445
8219,2020-03-08,Bahrain,26.0275,50.55,85,Bahrain,76.0,8.444444444444445
8371,2020-03-09,Bahrain,26.0275,50.55,95,Bahrain,86.0,9.555555555555555
6091,2020-03-10,Bahrain,26.0275,50.55,110,Bahrain,99.0,9.0
6243,2020-03-11,Bahrain,26.0275,50.55,195,Bahrain,184.0,16.727272727272727
6395,2020-03-12,Bahrain,26.0275,50.55,195,Bahrain,184.0,16.727272727272727
6547,2020-03-13,Bahrain,26.0275,50.55,189,Bahrain,174.0,11.6
6699,2020-03-14,Bahrain,26.0275,50.55,210,Bahrain,195.0,13.0
6851,2020-03-15,Bahrain,26.0275,50.55,214,Bahrain,191.0,8.304347826086957
7003,2020-03-16,Bahrain,26.0275,50.55,214,Bahrain,199.0,13.266666666666667
