,Date,Country/Region,Lat,Long,Cases,Country,nuevos_infectados,tasa_contagio
20,2020-01-22,Brazil,-14.235,-51.9253,0,Brazil,0.0,
172,2020-01-23,Brazil,-14.235,-51.9253,0,Brazil,0.0,
324,2020-01-24,Brazil,-14.235,-51.9253,0,Brazil,0.0,
476,2020-01-25,Brazil,-14.235,-51.9253,0,Brazil,0.0,
628,2020-01-26,Brazil,-14.235,-51.9253,0,Brazil,0.0,
780,2020-01-27,Brazil,-14.235,-51.9253,0,Brazil,0.0,
932,2020-01-28,Brazil,-14.235,-51.9253,0,Brazil,0.0,
1084,2020-01-29,Brazil,-14.235,-51.9253,0,Brazil,0.0,
1236,2020-01-30,Brazil,-14.235,-51.9253,0,Brazil,0.0,
1388,2020-01-31,Brazil,-14.235,-51.9253,0,Brazil,0.0,
1540,2020-02-01,Brazil,-14.235,-51.9253,0,Brazil,0.0,
3212,2020-02-02,Brazil,-14.235,-51.9253,0,Brazil,0.0,
4884,2020-02-03,Brazil,-14.235,-51.9253,0,Brazil,0.0,
5036,2020-02-04,Brazil,-14.235,-51.9253,0,Brazil,0.0,
5188,2020-02-05,Brazil,-14.235,-51.9253,0,Brazil,0.0,
5340,2020-02-06,Brazil,-14.235,-51.9253,0,Brazil,0.0,
5492,2020-02-07,Brazil,-14.235,-51.9253,0,Brazil,0.0,
5644,2020-02-08,Brazil,-14.235,-51.9253,0,Brazil,0.0,
5796,2020-02-09,Brazil,-14.235,-51.9253,0,Brazil,0.0,
1692,2020-02-10,Brazil,-14.235,-51.9253,0,Brazil,0.0,
1844,2020-02-11,Brazil,-14.235,-51.9253,0,Brazil,0.0,
1996,2020-02-12,Brazil,-14.235,-51.9253,0,Brazil,0.0,
2148,2020-02-13,Brazil,-14.235,-51.9253,0,Brazil,0.0,
2300,2020-02-14,Brazil,-14.235,-51.9253,0,Brazil,0.0,
2452,2020-02-15,Brazil,-14.235,-51.9253,0,Brazil,0.0,
2604,2020-02-16,Brazil,-14.235,-51.9253,0,Brazil,0.0,
2756,2020-02-17,Brazil,-14.235,-51.9253,0,Brazil,0.0,
2908,2020-02-18,Brazil,-14.235,-51.9253,0,Brazil,0.0,
3060,2020-02-19,Brazil,-14.235,-51.9253,0,Brazil,0.0,
3364,2020-02-20,Brazil,-14.235,-51.9253,0,Brazil,0.0,
3516,2020-02-21,Brazil,-14.235,-51.9253,0,Brazil,0.0,
3668,2020-02-22,Brazil,-14.235,-51.9253,0,Brazil,0.0,
3820,2020-02-23,Brazil,-14.235,-51.9253,0,Brazil,0.0,
3972,2020-02-24,Brazil,-14.235,-51.9253,0,Brazil,0.0,
4124,2020-02-25,Brazil,-14.235,-51.9253,0,Brazil,0.0,
4276,2020-02-26,Brazil,-14.235,-51.9253,1,Brazil,1.0,inf
4428,2020-02-27,Brazil,-14.235,-51.9253,1,Brazil,1.0,inf
4580,2020-02-28,Brazil,-14.235,-51.9253,1,Brazil,1.0,inf
4732,2020-02-29,Brazil,-14.235,-51.9253,2,Brazil,2.0,inf
5948,2020-03-01,Brazil,-14.235,-51.9253,2,Brazil,2.0,inf
7316,2020-03-02,Brazil,-14.235,-51.9253,2,Brazil,2.0,inf
7468,2020-03-03,Brazil,-14.235,-51.9253,2,Brazil,2.0,inf
7620,2020-03-04,Brazil,-14.235,-51.9253,4,Brazil,4.0,inf
7772,2020-03-05,Brazil,-14.235,-51.9253,4,Brazil,2.0,1.0
7924,2020-03-06,Brazil,-14.235,-51.9253,13,Brazil,11.0,5.5
8076,2020-03-07,Brazil,-14.235,-51.9253,13,Brazil,10.0,3.3333333333333335
8228,2020-03-08,Brazil,-14.235,-51.9253,20,Brazil,17.0,5.666666666666667
8380,2020-03-09,Brazil,-14.235,-51.9253,25,Brazil,22.0,7.333333333333333
6100,2020-03-10,Brazil,-14.235,-51.9253,31,Brazil,26.0,5.2
6252,2020-03-11,Brazil,-14.235,-51.9253,38,Brazil,31.0,4.428571428571429
6404,2020-03-12,Brazil,-14.235,-51.9253,52,Brazil,41.0,3.727272727272727
6556,2020-03-13,Brazil,-14.235,-51.9253,151,Brazil,138.0,10.615384615384615
6708,2020-03-14,Brazil,-14.235,-51.9253,151,Brazil,133.0,7.388888888888889
6860,2020-03-15,Brazil,-14.235,-51.9253,162,Brazil,138.0,5.75
7012,2020-03-16,Brazil,-14.235,-51.9253,200,Brazil,175.0,7.0
7164,2020-03-17,Brazil,-14.235,-51.9253,321,Brazil,295.0,11.346153846153847
21,2020-01-22,Brunei,4.5353,114.7277,0,Brunei,0.0,
173,2020-01-23,Brunei,4.5353,114.7277,0,Brunei,0.0,
325,2020-01-24,Brunei,4.5353,114.7277,0,Brunei,0.0,
477,2020-01-25,Brunei,4.5353,114.7277,0,Brunei,0.0,
629,2020-01-26,Brunei,4.5353,114.7277,0,Brunei,0.0,
781,2020-01-27,Brunei,4.5353,114.7277,0,Brunei,0.0,
933,2020-01-28,Brunei,4.5353,114.7277,0,Brunei,0.0,
1085,2020-01-29,Brunei,4.5353,114.7277,0,Brunei,0.0,
1237,2020-01-30,Brunei,4.5353,114.7277,0,Brunei,0.0,
1389,2020-01-31,Brunei,4.5353,114.7277,0,Brunei,0.0,
1541,2020-02-01,Brunei,4.5353,114.7277,0,Brunei,0.0,
3213,2020-02-02,Brunei,4.5353,114.7277,0,Brunei,0.0,
4885,2020-02-03,Brunei,4.5353,114.7277,0,Brunei,0.0,
5037,2020-02-04,Brunei,4.5353,114.7277,0,Brunei,0.0,
5189,2020-02-05,Brunei,4.5353,114.7277,0,Brunei,0.0,
5341,2020-02-06,Brunei,4.5353,114.7277,0,Brunei,0.0,
5493,2020-02-07,Brunei,4.5353,114.7277,0,Brunei,0.0,
5645,2020-02-08,Brunei,4.5353,114.7277,0,Brunei,0.0,
5797,2020-02-09,Brunei,4.5353,114.7277,0,Brunei,0.0,
1693,2020-02-10,Brunei,4.5353,114.7277,0,Brunei,0.0,
1845,2020-02-11,Brunei,4.5353,114.7277,0,Brunei,0.0,
1997,2020-02-12,Brunei,4.5353,114.7277,0,Brunei,0.0,
2149,2020-02-13,Brunei,4.5353,114.7277,0,Brunei,0.0,
2301,2020-02-14,Brunei,4.5353,114.7277,0,Brunei,0.0,
2453,2020-02-15,Brunei,4.5353,114.7277,0,Brunei,0.0,
2605,2020-02-16,Brunei,4.5353,114.7277,0,Brunei,0.0,
2757,2020-02-17,Brunei,4.5353,114.7277,0,Brunei,0.0,
2909,2020-02-18,Brunei,4.5353,114.7277,0,Brunei,0.0,
3061,2020-02-19,Brunei,4.5353,114.7277,0,Brunei,0.0,
3365,2020-02-20,Brunei,4.5353,114.7277,0,Brunei,0.0,
3517,2020-02-21,Brunei,4.5353,114.7277,0,Brunei,0.0,
3669,2020-02-22,Brunei,4.5353,114.7277,0,Brunei,0.0,
3821,2020-02-23,Brunei,4.5353,114.7277,0,Brunei,0.0,
3973,2020-02-24,Brunei,4.5353,114.7277,0,Brunei,0.0,
4125,2020-02-25,Brunei,4.5353,114.7277,0,Brunei,0.0,
4277,2020-02-26,Brunei,4.5353,114.7277,0,Brunei,-1.0,-1.0
4429,2020-02-27,Brunei,4.5353,114.7277,0,Brunei,-1.0,-1.0
4581,2020-02-28,Brunei,4.5353,114.7277,0,Brunei,-1.0,-1.0
4733,2020-02-29,Brunei,4.5353,114.7277,0,Brunei,-2.0,-1.0
5949,2020-03-01,Brunei,4.5353,114.7277,0,Brunei,-2.0,-1.0
7317,2020-03-02,Brunei,4.5353,114.7277,0,Brunei,-2.0,-1.0
7469,2020-03-03,Brunei,4.5353,114.7277,0,Brunei,-2.0,-1.0
7621,2020-03-04,Brunei,4.5353,114.7277,0,Brunei,-4.0,-1.0
7773,2020-03-05,Brunei,4.5353,114.7277,0,Brunei,-4.0,-1.0
7925,2020-03-06,Brunei,4.5353,114.7277,0,Brunei,-13.0,-1.0
8077,2020-03-07,Brunei,4.5353,114.7277,0,Brunei,-13.0,-1.0
8229,2020-03-08,Brunei,4.5353,114.7277,0,Brunei,-20.0,-1.0
8381,2020-03-09,Brunei,4.5353,114.7277,1,Brunei,-24.0,-0.96
6101,2020-03-10,Brunei,4.5353,114.7277,1,Brunei,-30.0,-0.967741935483871
6253,2020-03-11,Brunei,4.5353,114.7277,11,Brunei,-27.0,-0.7105263157894737
6405,2020-03-12,Brunei,4.5353,114.7277,11,Brunei,-41.0,-0.7884615384615384
6557,2020-03-13,Brunei,4.5353,114.7277,37,Brunei,-114.0,-0.7549668874172185
6709,2020-03-14,Brunei,4.5353,114.7277,40,Brunei,-111.0,-0.7350993377483444
6861,2020-03-15,Brunei,4.5353,114.7277,50,Brunei,-112.0,-0.691358024691358
7013,2020-03-16,Brunei,4.5353,114.7277,54,Brunei,-146.0,-0.73
7165,2020-03-17,Brunei,4.5353,114.7277,56,Brunei,-265.0,-0.8255451713395638
22,2020-01-22,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
174,2020-01-23,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
326,2020-01-24,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
478,2020-01-25,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
630,2020-01-26,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
782,2020-01-27,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
934,2020-01-28,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
1086,2020-01-29,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
1238,2020-01-30,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
1390,2020-01-31,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
1542,2020-02-01,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
3214,2020-02-02,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
4886,2020-02-03,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
5038,2020-02-04,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
5190,2020-02-05,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
5342,2020-02-06,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
5494,2020-02-07,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
5646,2020-02-08,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
5798,2020-02-09,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
1694,2020-02-10,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
1846,2020-02-11,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
1998,2020-02-12,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
2150,2020-02-13,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
2302,2020-02-14,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
2454,2020-02-15,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
2606,2020-02-16,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
2758,2020-02-17,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
2910,2020-02-18,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
3062,2020-02-19,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
3366,2020-02-20,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
3518,2020-02-21,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
3670,2020-02-22,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
3822,2020-02-23,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
3974,2020-02-24,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
4126,2020-02-25,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
4278,2020-02-26,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
4430,2020-02-27,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
4582,2020-02-28,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
4734,2020-02-29,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
5950,2020-03-01,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
7318,2020-03-02,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
7470,2020-03-03,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
7622,2020-03-04,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
7774,2020-03-05,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
7926,2020-03-06,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
8078,2020-03-07,Bulgaria,42.7339,25.4858,0,Bulgaria,0.0,
8230,2020-03-08,Bulgaria,42.7339,25.4858,4,Bulgaria,4.0,inf
8382,2020-03-09,Bulgaria,42.7339,25.4858,4,Bulgaria,3.0,3.0
6102,2020-03-10,Bulgaria,42.7339,25.4858,4,Bulgaria,3.0,3.0
6254,2020-03-11,Bulgaria,42.7339,25.4858,7,Bulgaria,-4.0,-0.36363636363636365
6406,2020-03-12,Bulgaria,42.7339,25.4858,7,Bulgaria,-4.0,-0.36363636363636365
6558,2020-03-13,Bulgaria,42.7339,25.4858,23,Bulgaria,-14.0,-0.3783783783783784
6710,2020-03-14,Bulgaria,42.7339,25.4858,41,Bulgaria,1.0,0.025
6862,2020-03-15,Bulgaria,42.7339,25.4858,51,Bulgaria,1.0,0.02
7014,2020-03-16,Bulgaria,42.7339,25.4858,52,Bulgaria,-2.0,-0.037037037037037035
7166,2020-03-17,Bulgaria,42.7339,25.4858,67,Bulgaria,11.0,0.19642857142857142
23,2020-01-22,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
175,2020-01-23,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
327,2020-01-24,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
479,2020-01-25,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
631,2020-01-26,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
783,2020-01-27,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
935,2020-01-28,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
1087,2020-01-29,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
1239,2020-01-30,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
1391,2020-01-31,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
1543,2020-02-01,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
3215,2020-02-02,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
4887,2020-02-03,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
5039,2020-02-04,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
5191,2020-02-05,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
5343,2020-02-06,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
5495,2020-02-07,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
5647,2020-02-08,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
5799,2020-02-09,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
1695,2020-02-10,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
1847,2020-02-11,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
1999,2020-02-12,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
2151,2020-02-13,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
2303,2020-02-14,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
2455,2020-02-15,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
2607,2020-02-16,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
2759,2020-02-17,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
2911,2020-02-18,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
3063,2020-02-19,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
3367,2020-02-20,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
3519,2020-02-21,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
3671,2020-02-22,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
3823,2020-02-23,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
3975,2020-02-24,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
4127,2020-02-25,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
4279,2020-02-26,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
4431,2020-02-27,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
4583,2020-02-28,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
4735,2020-02-29,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
5951,2020-03-01,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
7319,2020-03-02,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
7471,2020-03-03,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
7623,2020-03-04,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
7775,2020-03-05,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
7927,2020-03-06,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
8079,2020-03-07,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,0.0,
8231,2020-03-08,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,-4.0,-1.0
8383,2020-03-09,Burkina Faso,12.2383,-1.5616,0,Burkina Faso,-4.0,-1.0
6103,2020-03-10,Burkina Faso,12.2383,-1.5616,1,Burkina Faso,-3.0,-0.75
6255,2020-03-11,Burkina Faso,12.2383,-1.5616,2,Burkina Faso,-5.0,-0.7142857142857143
6407,2020-03-12,Burkina Faso,12.2383,-1.5616,2,Burkina Faso,-5.0,-0.7142857142857143
6559,2020-03-13,Burkina Faso,12.2383,-1.5616,2,Burkina Faso,-21.0,-0.9130434782608695
6711,2020-03-14,Burkina Faso,12.2383,-1.5616,2,Burkina Faso,-39.0,-0.9512195121951219
6863,2020-03-15,Burkina Faso,12.2383,-1.5616,3,Burkina Faso,-48.0,-0.9411764705882353
7015,2020-03-16,Burkina Faso,12.2383,-1.5616,15,Burkina Faso,-37.0,-0.7115384615384616
7167,2020-03-17,Burkina Faso,12.2383,-1.5616,15,Burkina Faso,-52.0,-0.7761194029850746
24,2020-01-22,Cambodia,11.55,104.9167,0,Cambodia,0.0,
176,2020-01-23,Cambodia,11.55,104.9167,0,Cambodia,0.0,
328,2020-01-24,Cambodia,11.55,104.9167,0,Cambodia,0.0,
480,2020-01-25,Cambodia,11.55,104.9167,0,Cambodia,0.0,
632,2020-01-26,Cambodia,11.55,104.9167,0,Cambodia,0.0,
784,2020-01-27,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
936,2020-01-28,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
1088,2020-01-29,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
1240,2020-01-30,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
1392,2020-01-31,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
1544,2020-02-01,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
3216,2020-02-02,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
4888,2020-02-03,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
5040,2020-02-04,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
5192,2020-02-05,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
5344,2020-02-06,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
5496,2020-02-07,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
5648,2020-02-08,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
5800,2020-02-09,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
1696,2020-02-10,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
1848,2020-02-11,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
2000,2020-02-12,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
2152,2020-02-13,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
2304,2020-02-14,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
2456,2020-02-15,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
2608,2020-02-16,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
2760,2020-02-17,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
2912,2020-02-18,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
3064,2020-02-19,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
3368,2020-02-20,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
3520,2020-02-21,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
3672,2020-02-22,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
3824,2020-02-23,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
3976,2020-02-24,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
4128,2020-02-25,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
4280,2020-02-26,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
4432,2020-02-27,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
4584,2020-02-28,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
4736,2020-02-29,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
5952,2020-03-01,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
7320,2020-03-02,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
7472,2020-03-03,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
7624,2020-03-04,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
7776,2020-03-05,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
7928,2020-03-06,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
8080,2020-03-07,Cambodia,11.55,104.9167,1,Cambodia,1.0,inf
8232,2020-03-08,Cambodia,11.55,104.9167,2,Cambodia,2.0,inf
8384,2020-03-09,Cambodia,11.55,104.9167,2,Cambodia,2.0,inf
6104,2020-03-10,Cambodia,11.55,104.9167,2,Cambodia,1.0,1.0
6256,2020-03-11,Cambodia,11.55,104.9167,3,Cambodia,1.0,0.5
6408,2020-03-12,Cambodia,11.55,104.9167,3,Cambodia,1.0,0.5
6560,2020-03-13,Cambodia,11.55,104.9167,5,Cambodia,3.0,1.5
6712,2020-03-14,Cambodia,11.55,104.9167,7,Cambodia,5.0,2.5
6864,2020-03-15,Cambodia,11.55,104.9167,7,Cambodia,4.0,1.3333333333333333
7016,2020-03-16,Cambodia,11.55,104.9167,7,Cambodia,-8.0,-0.5333333333333333
7168,2020-03-17,Cambodia,11.55,104.9167,33,Cambodia,18.0,1.2
25,2020-01-22,Cameroon,3.8480000000000003,11.5021,0,Cameroon,0.0,
177,2020-01-23,Cameroon,3.8480000000000003,11.5021,0,Cameroon,0.0,
329,2020-01-24,Cameroon,3.8480000000000003,11.5021,0,Cameroon,0.0,
481,2020-01-25,Cameroon,3.8480000000000003,11.5021,0,Cameroon,0.0,
633,2020-01-26,Cameroon,3.8480000000000003,11.5021,0,Cameroon,0.0,
785,2020-01-27,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
937,2020-01-28,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
1089,2020-01-29,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
1241,2020-01-30,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
1393,2020-01-31,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
1545,2020-02-01,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
3217,2020-02-02,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
4889,2020-02-03,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
5041,2020-02-04,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
5193,2020-02-05,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
5345,2020-02-06,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
5497,2020-02-07,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
5649,2020-02-08,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
5801,2020-02-09,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
1697,2020-02-10,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
1849,2020-02-11,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
2001,2020-02-12,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
2153,2020-02-13,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
2305,2020-02-14,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
2457,2020-02-15,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
2609,2020-02-16,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
2761,2020-02-17,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
2913,2020-02-18,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
3065,2020-02-19,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
3369,2020-02-20,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
3521,2020-02-21,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
3673,2020-02-22,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
3825,2020-02-23,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
3977,2020-02-24,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
4129,2020-02-25,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
4281,2020-02-26,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
4433,2020-02-27,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
4585,2020-02-28,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
4737,2020-02-29,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
5953,2020-03-01,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
7321,2020-03-02,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
7473,2020-03-03,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
7625,2020-03-04,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
7777,2020-03-05,Cameroon,3.8480000000000003,11.5021,0,Cameroon,-1.0,-1.0
7929,2020-03-06,Cameroon,3.8480000000000003,11.5021,1,Cameroon,0.0,0.0
8081,2020-03-07,Cameroon,3.8480000000000003,11.5021,1,Cameroon,0.0,0.0
8233,2020-03-08,Cameroon,3.8480000000000003,11.5021,2,Cameroon,0.0,0.0
8385,2020-03-09,Cameroon,3.8480000000000003,11.5021,2,Cameroon,0.0,0.0
6105,2020-03-10,Cameroon,3.8480000000000003,11.5021,2,Cameroon,0.0,0.0
6257,2020-03-11,Cameroon,3.8480000000000003,11.5021,2,Cameroon,-1.0,-0.3333333333333333
